"Day","Product variant SKU","Product ID","Orders","Gross sales","Discounts","Returns","Net sales","Shipping charges","Duties","Additional fees","Taxes","Total sales","Net items sold","Day (previous_period)","Orders (previous_period)","Gross sales (previous_period)","Discounts (previous_period)","Returns (previous_period)","Net sales (previous_period)","Shipping charges (previous_period)","Duties (previous_period)","Additional fees (previous_period)","Taxes (previous_period)","Total sales (previous_period)","Net items sold (previous_period)","Orders (previous_period) ","Gross sales (previous_period) ","Discounts (previous_period) ","Returns (previous_period) ","Net sales (previous_period) ","Shipping charges (previous_period) ","Duties (previous_period) ","Additional fees (previous_period) ","Taxes (previous_period) ","Total sales (previous_period) ","Net items sold (previous_period) "
"2026-05-08","JR37-42",8160085475515,3,7770,0,0,7770,0,0,0,0,7770,3,"2026-04-13",2,5180,0,0,5180,0,0,0,0,5180,2,50,50,,,50,,,,,50,50
"2026-05-08","STP5-36",8279997677755,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,0,0,,,0,,,,,0,0
"2026-05-08","JR6-46",7980599967931,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PVR190-48",8071058620603,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR40-36",8299883462843,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,300,0,0,300,0,0,0,0,300,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR39-34",8299889950907,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","K25-40",7902973100219,2,3780,0,0,3780,0,0,0,0,3780,2,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PV51-46",7903698780347,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PVRT1-42",8135627800763,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PVR187-44",8071057506491,1,4580,0,0,4580,0,0,0,0,4580,2,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","CMK2",5679924838554,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2966.5,0,0,2966.5,0,0,0,0,2966.5,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","CHR3-34",8275992281275,2,3980,0,0,3980,0,0,0,0,3980,2,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","CMC170",7774891245755,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,3490,0,0,3490,0,0,0,0,3490,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","K25-34",7902973100219,4,7560,0,0,7560,0,0,0,0,7560,4,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PVR187-32",8071057506491,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2290,0,0,2290,0,0,0,0,2290,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR2-34",7980574277819,2,5180,0,0,5180,0,0,0,0,5180,2,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,100,100,,,100,,,,,100,100
"2026-05-08","CMWS-MIS-20",8271518924987,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,6640.5,0,0,6640.5,0,0,0,0,6640.5,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","CR234-44",8073717350587,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1590,0,0,1590,0,0,0,0,1590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","CHR1-40",8275990479035,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","STP4-32",8279997579451,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",2,5180,0,0,5180,0,0,0,0,5180,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PV51-34",7903698780347,2,3780,0,0,3780,0,0,0,0,3780,2,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,100,89.949,,,89.949,,,,,89.949,100
"2026-05-08","CHR4-32",8275989004475,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","K25-48",7902973100219,1,1890,0,0,1890,0,0,0,0,1890,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JOG5-S",8178649497787,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1245,0,0,1245,0,0,0,0,1245,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR20-40",8154527924411,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","K164-32",8030145773755,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR27-44",8201409560763,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR37-40",8160085475515,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PVR20-40",8141171884219,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PV177-30",8008727003323,1,1590,0,0,1590,0,0,0,0,1590,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR18-32",8154520912059,2,5180,0,0,5180,0,0,0,0,5180,2,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,100,100,,,100,,,,,100,100
"2026-05-08","PVR206-36",8211440664763,2,3980,0,0,3980,0,0,0,0,3980,2,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PVR188-36",8071058129083,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PVR190-32",8071058620603,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-13",1,2290,0,0,2290,0,0,0,0,2290,1,0,0,,,0,,,,,0,0
"2026-05-08","JR11-38",8008514175163,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR35-36",8225084899515,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1490,0,0,1490,0,0,0,0,1490,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PVR189-34",8071058456763,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","CR236-44",8073717481659,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1590,0,0,1590,0,0,0,0,1590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR18-40",8154520912059,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR29-32",8201410052283,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",2,2980,0,0,2980,0,0,0,0,2980,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","LP11-34",8276466860219,2,3980,0,0,3980,0,0,0,0,3980,2,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,100,100,,,100,,,,,100,100
"2026-05-08","PV10-36",7903698157755,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",2,3980,0,0,3980,0,0,0,0,3980,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR12-40",8008514502843,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","STP1-34",8279991779515,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PVR104-46",8092463431867,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","K164-40",8030145773755,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2290,0,0,2290,0,0,0,0,2290,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR37-32",8160085475515,4,10360,0,0,10360,0,0,0,0,10360,4,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,300,300,,,300,,,,,300,300
"2026-05-08","PV134-32",7909943967931,1,1890,0,0,1890,0,0,0,0,1890,1,"2026-04-13",1,1989.99,0,0,1989.99,0,0,0,0,1989.99,1,0,-5.024,,,-5.024,,,,,-5.024,0
"2026-05-08","DC5-40",8179274645691,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1590,0,0,1590,0,0,0,0,1590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","CHR4-30",8275989004475,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR8-32",8004700078267,1,2490,0,0,2490,0,0,0,0,2490,1,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,0,-3.861,,,-3.861,,,,,-3.861,0
"2026-05-08","PT7-36",8017629806779,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PV17-32",7903698190523,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",2,3580.02,0,0,3580.02,0,0,0,0,3580.02,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","K166-30",7992983716027,1,1690,0,0,1690,0,0,0,0,1690,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","LP7-42",8276468138171,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PVRT4-38",8136379990203,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","K13-40",7903686262971,1,1890,0,0,1890,0,0,0,0,1890,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PT7-32",8017629806779,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PVRM3-34",8248608751803,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2290,0,0,2290,0,0,0,0,2290,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","CHR3-36",8275992281275,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","CMWS-MIS-02",8276475478203,1,5941.5,0,0,5941.5,0,0,0,0,5941.5,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","K153-32",8030314070203,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","K179-38",8225217216699,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,0,0,,,0,,,,,0,0
"2026-05-08","CMPV2",5679892693146,1,3315.5,0,0,3315.5,0,0,0,0,3315.5,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR40-34",8299883462843,2,5180,0,0,5180,0,0,0,0,5180,2,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","K134-38",7903686328507,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","DC5-30",8179274645691,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1590,0,0,1590,0,0,0,0,1590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","BT1-M",8125059891387,1,1290,0,0,1290,0,0,0,0,1290,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PT7-46",8017629806779,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","LP7-36",8276468138171,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PVRT3-30",8136055783611,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JOG4-XL",8178648907963,1,2490,0,0,2490,0,0,0,0,2490,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","K180-32",8225222394043,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","SR9-34",8029739909307,1,990,0,0,990,0,0,0,0,990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PV134-40",7909943967931,1,1890,0,0,1890,0,0,0,0,1890,1,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,0,-5.025,,,-5.025,,,,,-5.025,0
"2026-05-08","LP8-36",8276468433083,3,5970,0,0,5970,0,0,0,0,5970,3,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR11-42",8008514175163,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR38-44",8278097559739,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PVRM2-40",8248608555195,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2290,0,0,2290,0,0,0,0,2290,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","K171-34",8014351597755,2,3980,0,0,3980,0,0,0,0,3980,2,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,100,122.346,,,122.346,,,,,122.346,100
"2026-05-08","C51-44",7903699534011,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1490,0,0,1490,0,0,0,0,1490,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PV174-34",8008723759291,2,3180,0,0,3180,0,0,0,0,3180,2,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","CS5-XL",8093149855931,1,990,0,0,990,0,0,0,0,990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR10-34",7980574605499,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PVR205-36",8211440468155,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PV199-36",8190773690555,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PT5-44",8017628922043,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PT5-40",8017628922043,2,3980,0,0,3980,0,0,0,0,3980,2,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","J16-36",7171932618939,1,1890,0,0,1890,0,0,0,0,1890,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","CMK25",6621202546875,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2617.5,0,0,2617.5,0,0,0,0,2617.5,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PVRT5-38",8136385167547,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","K182-34",8225238319291,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","LP8-42",8276468433083,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",2,3980,0,0,3980,0,0,0,0,3980,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PVR36-32",8092463694011,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,0,0,,,0,,,,,0,0
"2026-05-08","LP9-34",8276468531387,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","K18-42",7903685214395,1,1890,0,0,1890,0,0,0,0,1890,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","K163-34",8030142955707,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PVRT6-36",8136390901947,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PT9-34",8017629053115,3,5970,0,0,5970,0,0,0,0,5970,3,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","K153-48",8030314070203,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PT10-34",8017630658747,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","K165-34",8030144954555,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-13",1,2290,0,0,2290,0,0,0,0,2290,1,0,0,,,0,,,,,0,0
"2026-05-08","K133-34",7992980111547,1,1490,0,0,1490,0,0,0,0,1490,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR32-40",8201410248891,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","LP9-44",8276468531387,2,3980,0,0,3980,0,0,0,0,3980,2,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,100,100,,,100,,,,,100,100
"2026-05-08","STP2-34",8279995318459,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",0,0,0,-2590,-2590,0,0,0,0,-2590,-1,,,,100,100,,,,,100,100
"2026-05-08","K18-32",7903685214395,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","K102-34",7992981356731,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","CMPV236",8387908599995,1,3391.5,0,0,3391.5,0,0,0,0,3391.5,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PV193-36",8192301334715,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PVR192-48",8071059800251,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR27-42",8201409560763,1,2490,0,0,2490,0,0,0,0,2490,1,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,0,-3.861,,,-3.861,,,,,-3.861,0
"2026-05-08","PV24-30",7903697928379,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR30-34",7980574867643,1,2490,0,0,2490,0,0,0,0,2490,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","BD5-30",8220300050619,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1590,0,0,1590,0,0,0,0,1590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","STP1-40",8279991779515,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR12-34",8008514502843,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","J10-44",7181458833595,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PV2-40",7992988532923,2,3780,0,0,3780,0,0,0,0,3780,2,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR18-34",8154520912059,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR29-46",8201410052283,1,1490,0,0,1490,0,0,0,0,1490,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PV2-38",7992988532923,1,1890,0,0,1890,0,0,0,0,1890,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR35-30",8225084899515,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",3,4470,0,0,4470,0,0,0,0,4470,3,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","BD6-30",8220303720635,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1590,0,0,1590,0,0,0,0,1590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","CHR2-36",8275224494267,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR35-42",8225084899515,1,1490,0,0,1490,0,0,0,0,1490,1,"2026-04-13",1,1490,0,0,1490,0,0,0,0,1490,1,0,0,,,0,,,,,0,0
"2026-05-08","PT12-34",8198123552955,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1890,0,0,1890,0,0,0,0,1890,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR38-38",8278097559739,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR2-42",7980574277819,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","LP11-32",8276466860219,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PV2-30",7992988532923,1,1890,0,0,1890,0,0,0,0,1890,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR12-46",8008514502843,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","K183-38",8246551052475,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","JR37-34",8160085475515,7,17004.65,0,0,17004.65,0,0,0,0,17004.65,7,"2026-04-13",3,7770,0,0,7770,0,0,0,0,7770,3,133.33333333333334,118.85,,,118.85,,,,,118.85,133.33333333333334
"2026-05-08","K25-46",7902973100219,1,1890,0,0,1890,0,0,0,0,1890,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","CR234-32",8073717350587,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1590,0,0,1590,0,0,0,0,1590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","CHR4-36",8275989004475,2,3980,0,0,3980,0,0,0,0,3980,2,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PT8-34",8017494376635,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","SR10-40",8029740564667,1,990,0,0,990,0,0,0,0,990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR6-40",7980599967931,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","JR40-40",8299883462843,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","C230-34",8106931224763,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","PV17-34",7903698190523,2,3780,0,0,3780,0,0,0,0,3780,2,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,100,111.173,,,111.173,,,,,111.173,100
"2026-05-08","JR26-44",8224724582587,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","PT17-40",8198127550651,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1890,0,0,1890,0,0,0,0,1890,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","J30-44",7181458702523,0,0,0,0,0,0,0,0,0,0,0,"2026-04-13",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-08","STP3-36",8279996891323,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-08","CMPV233",8387899556027,1,3391.5,0,0,3391.5,0,0,0,0,3391.5,1,"2026-04-13",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
