"Day","Product variant SKU","Product ID","Orders","Gross sales","Discounts","Returns","Net sales","Shipping charges","Duties","Additional fees","Taxes","Total sales","Net items sold","Day (previous_period)","Orders (previous_period)","Gross sales (previous_period)","Discounts (previous_period)","Returns (previous_period)","Net sales (previous_period)","Shipping charges (previous_period)","Duties (previous_period)","Additional fees (previous_period)","Taxes (previous_period)","Total sales (previous_period)","Net items sold (previous_period)","Orders (previous_period) ","Gross sales (previous_period) ","Discounts (previous_period) ","Returns (previous_period) ","Net sales (previous_period) ","Shipping charges (previous_period) ","Duties (previous_period) ","Additional fees (previous_period) ","Taxes (previous_period) ","Total sales (previous_period) ","Net items sold (previous_period) "
"2026-05-11","STP2-32",8279995318459,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",2,5180,0,0,5180,0,0,0,0,5180,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","PVR187-42",8071057506491,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","PVR192-30",8071059800251,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,2290,0,0,2290,0,0,0,0,2290,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","CMK98",7816115749051,1,2992.5,0,0,2992.5,0,0,0,0,2992.5,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","JR17-32",8018473943227,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,2290,0,0,2290,0,0,0,0,2290,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","STP6-32",8279997743291,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",2,5180,0,0,5180,0,0,0,0,5180,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","JR24-40",8154533822651,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","PVR187-34",8071057506491,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-16",1,2290,0,0,2290,0,0,0,0,2290,1,0,0,,,0,,,,,0,0
"2026-05-11","J12-34",8153474269371,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1590,0,0,1590,0,0,0,0,1590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","JR24-32",8154533822651,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","J15-34",8267348738235,2,3980,0,0,3980,0,0,0,0,3980,2,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","STP2-40",8279995318459,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","LP10-34",8276466368699,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","K163-32",8030142955707,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","CHR3-38",8275992281275,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","J10-36",7181458833595,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","J12-30",8153474269371,1,1590,0,0,1590,0,0,0,0,1590,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","CMPV226",8061875191995,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,2793,0,0,2793,0,0,0,0,2793,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","C121-30",7950702641339,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1490,0,0,1490,0,0,0,0,1490,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","JR11-36",8008514175163,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","PVRM3-36",8248608751803,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","K189-38",8279989289147,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1,0,0,1,0,0,0,0,1,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","CMCR24",7150590263483,2,7581,0,0,7581,0,0,0,0,7581,2,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","K172-30",8090003505339,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","JR27-38",8201409560763,1,2490,0,0,2490,0,0,0,0,2490,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","JOG2-XL",8178645008571,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1245,0,0,1245,0,0,0,0,1245,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","PV10-38",7903698157755,2,3780,0,0,3780,0,0,0,0,3780,2,"2026-04-16",1,1990,0,0,1990,0,0,0,0,1990,1,100,89.949,,,89.949,,,,,89.949,100
"2026-05-11","LP14-36",8276467810491,3,4485,0,0,4485,0,0,0,0,4485,3,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","JR10-40",7980574605499,2,3980,0,0,3980,0,0,0,0,3980,2,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","CMWS-BEL-34",8388684710075,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,5593,0,0,5593,0,0,0,0,5593,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","CR235-32",8073717252283,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","PVRM1-30",8248603771067,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-16",1,2290,0,0,2290,0,0,0,0,2290,1,0,0,,,0,,,,,0,0
"2026-05-11","JR38-30",8278097559739,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","K174-30",8225154105531,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","JR11-44",8008514175163,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","K171-40",8014351597755,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","JR6-34",7980599967931,2,3980,0,0,3980,0,0,0,0,3980,2,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","PV174-38",8008723759291,1,1590,0,0,1590,0,0,0,0,1590,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","CHR1-36",8275990479035,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","PT16-36",8198126960827,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1890,0,0,1890,0,0,0,0,1890,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","K7-40",7903701139643,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","J30-34",7181458702523,1,3580,0,0,3580,0,0,0,0,3580,2,"2026-04-16",1,1790,0,0,1790,0,0,0,0,1790,1,0,100,,,100,,,,,100,100
"2026-05-11","J2-38",7181458440379,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","JR6-30",7980599967931,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","PV190-38",8192322764987,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","PT8-34",8017494376635,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","JR6-40",7980599967931,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","JR6-38",7980599967931,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","PV51-30",7903698780347,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","PV174-36",8008723759291,1,1590,0,0,1590,0,0,0,0,1590,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","PV17-34",7903698190523,1,1890,0,0,1890,0,0,0,0,1890,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","PV197-36",8190772347067,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","STP4-36",8279997579451,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","CMK106",7905461502139,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",2,5382,0,0,5382,0,0,0,0,5382,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","C223-32",8053707833531,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1490,0,0,1490,0,0,0,0,1490,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","JR38-38",8278097559739,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","K176-38",8225177960635,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",2,3980,0,0,3980,0,0,0,0,3980,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","CMSL4",8073786032315,1,4241.5,0,0,4241.5,0,0,0,0,4241.5,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","PVR188-38",8071058129083,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,2290,0,0,2290,0,0,0,0,2290,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","PVR206-38",8211440664763,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",2,3980,0,0,3980,0,0,0,0,3980,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","LP11-32",8276466860219,2,2990,0,0,2990,0,0,0,0,2990,2,"2026-04-16",1,1990,0,0,1990,0,0,0,0,1990,1,100,50.251,,,50.251,,,,,50.251,100
"2026-05-11","K2-46",7903686459579,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","K7-48",7903701139643,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","K183-38",8246551052475,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","PV10-30",7903698157755,1,1890,0,0,1890,0,0,0,0,1890,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","K152-34",7903697338555,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","PV2-34",7992988532923,2,3780,0,0,3780,0,0,0,0,3780,2,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","CMS20",8053854765243,1,2966.5,0,0,2966.5,0,0,0,0,2966.5,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","K175-30",8225168523451,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","PVRT6-34",8136390901947,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-16",1,2590,0,0,2590,0,0,0,0,2590,1,0,0,,,0,,,,,0,0
"2026-05-11","CMC109",5679997386906,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,2966.5,0,0,2966.5,0,0,0,0,2966.5,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","SP9-XL",8210947735739,1,2490,0,0,2490,0,0,0,0,2490,2,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11",,,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",0,0,0,7770,7770,0,0,0,0,7770,0,,,,-100,-100,,,,,-100,
"2026-05-11","JR37-34",8160085475515,3,7770,0,0,7770,0,0,0,0,7770,3,"2026-04-16",1,2590,0,0,2590,0,0,0,0,2590,1,200,200,,,200,,,,,200,200
"2026-05-11","K2-44",7903686459579,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","STP5-32",8279997677755,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",2,5180,0,0,5180,0,0,0,0,5180,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","CMPV11",6979476881595,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,2793,0,0,2793,0,0,0,0,2793,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","PVR168-30",8092464447675,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","K164-34",8030145773755,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-16",1,2290,0,0,2290,0,0,0,0,2290,1,0,0,,,0,,,,,0,0
"2026-05-11","J2-36",7181458440379,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","CMWS-MIS-31",8363928584379,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,4893,0,0,4893,0,0,0,0,4893,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","K134-28",7903686328507,0,0,0,0,0,0,0,0,0,0,0,"2026-04-16",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-11","JR25-38",8154535559355,2,5180,0,0,5180,0,0,0,0,5180,2,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","PV2-38",7992988532923,2,3780,0,0,3780,0,0,0,0,3780,2,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","J2-34",7181458440379,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","CR236-34",8073717481659,1,1590,0,0,1590,0,0,0,0,1590,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-11","CMPV51",5679882502298,1,2966.5,0,0,2966.5,0,0,0,0,2966.5,1,"2026-04-16",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","JR40-30",8299883462843,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,1531.53,0,0,1531.53,0,0,0,0,1531.53,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","LP9-38",8276468531387,2,3980,0,0,3980,0,0,0,0,3980,2,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","K18-36",7903685214395,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","K165-34",8030144954555,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-17",1,2290,0,0,2290,0,0,0,0,2290,1,0,0,,,0,,,,,0,0
"2026-05-12","K166-38",7992983716027,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,1690,0,0,1690,0,0,0,0,1690,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","STP2-34",8279995318459,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","SS11-XXL",8076569215163,1,98.37,0,0,98.37,0,0,0,0,98.37,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","CMPV172",7946369466555,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,3391.5,0,0,3391.5,0,0,0,0,3391.5,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","K102-34",7992981356731,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","CMPV168",6923695456443,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,2992.5,0,0,2992.5,0,0,0,0,2992.5,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","PVR36-32",8092463694011,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","LP9-34",8276468531387,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-17",1,1990,0,0,1990,0,0,0,0,1990,1,0,0,,,0,,,,,0,0
"2026-05-12",,,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",0,0,0,12935,12935,0,0,0,0,12935,0,,,,-100,-100,,,,,-100,
"2026-05-12","LP10-32",8276466368699,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","PVR191-34",8071059407035,2,4580,0,0,4580,0,0,0,0,4580,2,"2026-04-17",1,2290,0,0,2290,0,0,0,0,2290,1,100,100,,,100,,,,,100,100
"2026-05-12","K179-30",8225217216699,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","PVRT6-36",8136390901947,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","LP9-30",8276468531387,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","PVRT2-30",8136373174459,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","K171-34",8014351597755,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","PVRM2-40",8248608555195,1,2290,0,0,2290,0,0,0,0,2290,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","BT3-M",8125063921851,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,1290,0,0,1290,0,0,0,0,1290,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","PVR205-36",8211440468155,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","PVR206-44",8211440664763,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-17",1,1990,0,0,1990,0,0,0,0,1990,1,0,0,,,0,,,,,0,0
"2026-05-12","JR10-34",7980574605499,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",2,3580,0,0,3580,0,0,0,0,3580,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","PT11-34",8197334630587,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,1990,0,0,1990,0,0,0,0,1990,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","CMPV144",7860824375483,1,5586,0,0,5586,0,0,0,0,5586,2,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","CR233-36",8073717579963,1,1790,0,0,1790,0,0,0,0,1790,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","PVR104-42",8092463431867,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","LP14-42",8276467810491,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","CMK25",6621202546875,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,0,0,0,0,0,0,0,0,0,1,-100,,,,,,,,,,-100
"2026-05-12","K180-32",8225222394043,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","K193-40",8279989649595,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",0,0,0,-1,-1,0,0,0,0,-1,-1,,,,100,100,,,,,100,100
"2026-05-12","CS1-S",8093149266107,1,990,0,0,990,0,0,0,0,990,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","PVR205-40",8211440468155,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-17",1,1990,0,0,1990,0,0,0,0,1990,1,0,0,,,0,,,,,0,0
"2026-05-12","LP8-36",8276468433083,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-17",1,1990,0,0,1990,0,0,0,0,1990,1,0,0,,,0,,,,,0,0
"2026-05-12","CMWS-MIS-02",8276475478203,1,9786,0,0,9786,0,0,0,0,9786,2,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","LP7-32",8276468138171,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","J6-42",7946385096891,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","PVRM2-32",8248608555195,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,2290,0,0,2290,0,0,0,0,2290,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","PVRM1-32",8248603771067,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,2290,0,0,2290,0,0,0,0,2290,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","PV175-36",8008724644027,1,1590,0,0,1590,0,0,0,0,1590,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","BT1-M",8125059891387,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",2,2580,0,0,2580,0,0,0,0,2580,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","CHR4-30",8275989004475,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-17",1,1990,0,0,1990,0,0,0,0,1990,1,0,0,,,0,,,,,0,0
"2026-05-12","J6-44",7946385096891,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,1790,0,0,1790,0,0,0,0,1790,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","PV134-32",7909943967931,2,3780,0,0,3780,0,0,0,0,3780,2,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","PV51-36",7903698780347,2,3780,0,0,3780,0,0,0,0,3780,2,"2026-04-17",1,1990,0,0,1990,0,0,0,0,1990,1,100,89.949,,,89.949,,,,,89.949,100
"2026-05-12","PT7-36",8017629806779,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",2,3980,0,0,3980,0,0,0,0,3980,2,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","JR8-32",8004700078267,1,2490,0,0,2490,0,0,0,0,2490,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","PV17-32",7903698190523,1,1890,0,0,1890,0,0,0,0,1890,1,"2026-04-17",1,1790,0,0,1790,0,0,0,0,1790,1,0,5.586,,,5.586,,,,,5.586,0
"2026-05-12","JR8-36",8004700078267,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","PVRT4-38",8136379990203,1,2590,0,0,2590,0,0,0,0,2590,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","STP4-30",8279997579451,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,2590,0,0,2590,0,0,0,0,2590,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","CML53",8003186491579,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,4492.5,0,0,4492.5,0,0,0,0,4492.5,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","K178-38",8225205682363,1,1990,0,0,1990,0,0,0,0,1990,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","PVR189-34",8071058456763,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,2290,0,0,2290,0,0,0,0,2290,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","CMPV20",6923697356987,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",1,2992.5,0,0,2992.5,0,0,0,0,2992.5,1,-100,-100,,,-100,,,,,-100,-100
"2026-05-12","K152-32",7903697338555,0,0,0,0,0,0,0,0,0,0,0,"2026-04-17",0,0,0,-1790,-1790,0,0,0,0,-1790,-1,,,,100,100,,,,,100,100
"2026-05-12","PV10-36",7903698157755,2,3780,0,0,3780,0,0,0,0,3780,2,"2026-04-17",2,3980,0,0,3980,0,0,0,0,3980,2,0,-5.025,,,-5.025,,,,,-5.025,0
"2026-05-12","LS1-38",8005921931451,1,990,0,0,990,0,0,0,0,990,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"2026-05-12","JOG6-XXXL",8178692292795,1,2490,0,0,2490,0,0,0,0,2490,1,"2026-04-17",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
